id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,pass_fail
1972,Kimberly,Swanson,kimberly.swanson.1972@gslingacademy.com,female,False,2,True,19,Banker,75,88,71,80,65,85,60,1
1973,Beverly,Dawson,beverly.dawson.1973@gslingacademy.com,female,True,1,False,31,Scientist,77,80,86,87,98,98,88,1
1974,Lisa,Stewart,lisa.stewart.1974@gslingacademy.com,female,False,4,True,26,Software Engineer,95,97,84,97,75,92,92,1
1975,Dwayne,Sims,dwayne.sims.1975@gslingacademy.com,male,False,6,True,11,Banker,77,97,88,89,74,95,64,1
1976,Ashley,Fleming,ashley.fleming.1976@gslingacademy.com,female,True,6,False,6,Designer,90,74,92,67,83,73,89,1
1977,Lisa,Stafford,lisa.stafford.1977@gslingacademy.com,female,False,8,False,2,Business Owner,74,59,82,51,91,96,94,1
1978,Kristin,Garcia,kristin.garcia.1978@gslingacademy.com,female,False,10,True,5,Business Owner,56,66,87,64,95,89,76,1
1979,Eric,Adkins,eric.adkins.1979@gslingacademy.com,male,False,7,False,5,Business Owner,72,69,91,69,53,73,95,1
1980,Allison,Henderson,allison.henderson.1980@gslingacademy.com,female,False,3,False,27,Lawyer,87,86,83,80,90,90,61,1
1981,Alison,Palmer,alison.palmer.1981@gslingacademy.com,female,False,2,False,30,Lawyer,80,81,96,92,100,91,87,1
1982,Shane,Parker,shane.parker.1982@gslingacademy.com,male,False,5,False,21,Software Engineer,98,72,64,68,76,84,72,1
1983,Debra,Gilbert,debra.gilbert.1983@gslingacademy.com,female,False,0,False,8,Teacher,83,91,69,74,98,86,76,1
1984,Mary,Jackson,mary.jackson.1984@gslingacademy.com,female,False,2,False,21,Banker,92,77,91,79,98,77,87,1
1985,Joshua,Stuart,joshua.stuart.1985@gslingacademy.com,male,True,3,False,18,Banker,79,68,64,68,97,78,84,1
1986,Benjamin,Williams,benjamin.williams.1986@gslingacademy.com,male,False,4,False,3,Government Officer,72,81,89,92,88,87,82,1
1987,David,Frank,david.frank.1987@gslingacademy.com,male,False,1,False,32,Doctor,89,74,94,87,92,82,79,1
1988,Holly,Erickson,holly.erickson.1988@gslingacademy.com,female,False,6,False,8,Designer,97,91,61,75,95,61,89,1
1989,Charles,Miller,charles.miller.1989@gslingacademy.com,male,False,2,False,3,Unknown,66,63,95,76,71,99,73,1
1990,Samuel,Baker,samuel.baker.1990@gslingacademy.com,male,False,2,False,17,Stock Investor,77,86,97,85,77,88,93,1
1991,Anthony,Moore,anthony.moore.1991@gslingacademy.com,male,False,0,False,17,Software Engineer,98,63,64,82,64,96,79,1
1992,Charlotte,Rowe,charlotte.rowe.1992@gslingacademy.com,female,False,4,False,27,Lawyer,88,96,79,70,95,90,99,1
1993,John,Peterson,john.peterson.1993@gslingacademy.com,male,False,2,True,12,Banker,79,83,76,99,100,84,71,1
1994,Shawn,Ochoa,shawn.ochoa.1994@gslingacademy.com,male,False,3,False,46,Doctor,92,92,91,95,88,94,93,1
1995,Steven,Lewis,steven.lewis.1995@gslingacademy.com,male,False,1,False,19,Accountant,76,62,90,82,93,71,61,1
1996,Alan,Reynolds,alan.reynolds.1996@gslingacademy.com,male,False,2,False,30,Construction Engineer,83,77,84,73,75,84,82,1
1997,Thomas,Gilbert,thomas.gilbert.1997@gslingacademy.com,male,False,2,False,20,Software Engineer,89,65,73,80,87,67,73,1
1998,Madison,Cross,madison.cross.1998@gslingacademy.com,female,False,5,False,14,Software Engineer,97,85,63,93,68,94,78,1
1999,Brittany,Compton,brittany.compton.1999@gslingacademy.com,female,True,10,True,5,Business Owner,51,96,72,89,95,88,75,1
2000,Natalie,Smith,natalie.smith.2000@gslingacademy.com,female,False,5,False,27,Accountant,82,99,91,69,83,93,100,1
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,20,19,11,29,20,14,27,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,20,28,12,39,16,15,36,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,29,26,24,31,18,33,25,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,27,39,28,24,23,15,18,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,33,29,11,33,33,32,12,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,39,27,38,29,18,24,39,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,22,18,35,27,14,12,20,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,13,32,14,23,29,22,13,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,26,10,12,27,32,37,26,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,19,20,11,21,22,37,29,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,12,38,19,16,26,27,15,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,15,39,39,25,31,22,17,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,23,13,37,12,12,12,11,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,27,26,34,30,11,25,39,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,31,19,25,31,11,23,23,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,35,24,12,39,16,19,27,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,27,39,19,21,25,37,15,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,23,13,11,25,27,34,39,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,16,27,12,10,10,34,36,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,32,32,30,17,14,11,17,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,33,16,11,30,17,10,20,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,37,27,31,31,32,36,24,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,35,18,26,25,31,30,23,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,23,13,12,17,33,24,19,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,35,10,10,16,36,19,14,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,34,39,21,27,10,27,20,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,26,30,21,36,29,24,28,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,25,14,31,34,17,22,20,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,11,28,36,36,30,20,30,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,16,22,29,25,17,37,17,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,38,36,31,23,20,36,37,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,15,25,38,30,30,39,24,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,37,20,14,34,16,35,26,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,10,14,37,17,19,29,23,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,23,34,17,15,17,12,30,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,15,21,36,31,35,15,29,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,35,16,14,34,38,18,17,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,37,19,29,19,33,22,24,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,16,12,35,21,35,14,26,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,13,12,17,25,12,14,26,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,37,33,25,22,35,33,38,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,20,39,31,23,10,20,25,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,16,27,14,22,37,17,14,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,26,32,13,15,38,35,31,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,34,27,32,38,27,16,10,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,12,24,19,33,39,27,26,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,17,24,34,33,18,12,23,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,11,32,37,37,32,38,28,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,21,28,35,33,24,26,19,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,29,31,23,11,15,18,11,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,20,32,29,34,10,25,35,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,34,37,22,25,33,25,31,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,24,35,10,13,34,39,39,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,31,24,35,16,17,25,14,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,30,38,17,22,24,33,29,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,20,26,30,34,26,24,26,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,11,23,22,19,34,29,22,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,36,17,18,15,19,14,29,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,12,29,18,20,32,36,31,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,38,11,14,28,34,38,36,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,35,20,30,26,35,23,14,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,25,12,30,10,36,23,12,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,14,17,23,17,13,38,37,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,37,38,18,38,24,14,29,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,12,23,34,33,22,17,26,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,17,34,16,17,26,12,16,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,21,16,27,20,22,30,22,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,18,32,25,23,25,13,17,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,33,20,22,11,30,11,21,0
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,17,31,35,31,21,15,39,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,25,25,11,33,19,26,36,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,25,28,39,25,37,25,29,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,12,30,39,19,34,34,19,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,18,24,26,12,39,36,14,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,19,34,13,23,30,23,32,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,30,14,18,31,18,15,10,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,35,29,25,12,36,30,34,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,23,22,14,32,15,32,33,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,35,26,12,11,28,25,10,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,24,27,18,10,11,11,34,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,14,17,33,24,12,35,13,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,19,32,27,39,25,27,22,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,36,25,18,35,39,38,39,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,23,37,11,35,12,26,37,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,33,31,21,16,16,13,24,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,25,15,38,39,32,12,36,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,14,33,12,27,16,17,28,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,29,20,21,25,23,10,30,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,31,21,18,25,18,23,38,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,10,27,26,12,26,13,34,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,31,30,31,12,25,39,26,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,24,24,28,18,10,39,24,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,39,30,13,35,11,30,11,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,38,38,25,18,21,14,23,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,12,33,34,27,12,22,23,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,26,37,33,39,32,27,37,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,17,17,35,18,33,29,24,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,24,24,32,18,29,23,27,0
1448,Ronald,Diaz,ronald.diaz.1448@gslingacademy.com,male,False,7,True,23,Accountant,25,36,17,29,19,28,16,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,22,29,23,31,31,30,18,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,32,13,39,30,39,15,22,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,18,21,13,26,13,14,36,0
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,female,False,4,False,15,Accountant,17,39,39,10,28,18,37,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,31,10,13,10,16,16,34,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,36,33,33,38,25,16,38,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,29,21,24,25,21,36,19,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,31,17,12,26,18,34,30,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,35,13,25,13,22,17,29,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,12,32,35,20,24,16,35,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,30,39,15,28,23,36,25,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,13,15,32,28,15,12,28,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,19,16,17,31,38,23,39,0
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,14,30,29,29,23,39,31,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,37,31,31,28,35,17,26,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,12,10,27,29,17,31,29,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,32,18,25,27,21,10,22,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,29,26,34,14,11,22,36,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,21,32,29,30,31,28,18,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,12,34,30,19,22,34,20,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,22,10,12,25,23,28,34,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,12,39,10,32,24,26,25,0
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,34,37,39,34,37,17,32,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,10,29,10,39,39,37,39,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,12,25,35,35,33,32,39,0
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,22,23,14,14,36,33,21,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,26,32,39,16,16,39,31,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,30,31,18,36,29,29,16,0
1307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,39,31,35,35,12,17,27,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,31,14,14,37,11,17,15,0
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,False,3,False,16,Accountant,33,20,32,19,30,37,37,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,38,30,17,39,16,25,20,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,39,26,17,21,24,11,24,0
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,25,15,25,26,38,11,14,0
50,Sonia,Noble,sonia.noble.50@gslingacademy.com,female,False,0,False,14,Accountant,27,33,12,34,25,22,15,0
683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,34,37,12,11,11,10,20,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,25,18,17,13,32,30,32,0
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,22,32,10,24,24,21,30,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,19,38,29,13,26,11,30,0
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,4,False,14,Accountant,27,28,30,31,22,13,17,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,39,37,36,12,24,32,21,0
711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,27,26,28,24,30,10,25,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,29,24,15,34,22,30,25,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,33,23,18,30,39,22,10,0
30,Carol,Hill,carol.hill.30@gslingacademy.com,female,False,3,False,19,Accountant,21,21,35,24,28,27,29,0
1971,James,Bryant,james.bryant.1971@gslingacademy.com,male,False,1,False,27,Accountant,39,14,32,22,25,28,11,0
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,31,19,39,20,30,33,10,0
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,female,False,3,False,32,Accountant,26,21,32,23,20,27,33,0
91,Patrick,Parker,patrick.parker.91@gslingacademy.com,male,False,0,False,14,Accountant,18,39,26,39,27,30,32,0
414,David,Jennings,david.jennings.414@gslingacademy.com,male,False,3,False,29,Accountant,23,34,14,23,11,15,15,0
